-0.137094	0.899654	0
0.542574	-0.492435	1
-0.658204	0.605110	0
-0.869820	0.519287	0
0.678610	0.346579	1
0.186743	-0.385230	1
0.254768	-0.651996	1
-0.366600	-0.865114	0
0.134406	-0.343083	1
-0.014929	0.150961	0
0.325971	-0.992276	0
0.963842	0.093940	0
-0.906254	-0.158387	0
-0.493524	-0.547124	1
-0.106125	-0.806331	0
0.220624	-0.883067	0
0.598772	-0.249684	1
-0.408990	0.182398	1
0.898234	-0.683527	0
0.493173	-0.001781	1
-0.836579	-0.939411	0
0.403602	-0.827982	0
-0.856445	-0.029333	0
-0.673487	-0.373275	1
-0.625533	0.922606	0
0.257880	0.832257	0
-0.464350	-0.097584	1
0.637810	0.910526	0
-0.337659	0.185658	1
0.402292	-0.144775	1
-0.957481	0.344263	0
-0.730373	0.306255	1
0.817953	0.231723	0
-0.677677	0.629073	0
-0.346868	0.618424	1
-0.717085	0.585819	0
0.429302	-0.307056	1
-0.022581	-0.305940	1
-0.708281	-0.052412	1
-0.069541	-0.386320	1
-0.819308	0.222838	0
-0.645980	-0.960726	0
-0.751555	-0.179226	1
0.952928	0.837181	0
0.770058	0.724045	0
-0.985316	0.558373	0
0.627297	-0.375093	1
-0.044264	0.291289	1
-0.129009	-0.116415	0
-0.725406	-0.512385	0
0.537496	-0.957270	0
0.263772	-0.034122	1
0.235960	-0.160310	1
0.787505	-0.824633	0
0.215205	0.235883	1
-0.517369	0.940688	0
-0.534351	0.845009	0
0.062988	0.595478	1
-0.761234	-0.980357	0
-0.105575	0.724574	1
-0.319205	0.851667	0
0.087901	-0.468910	1
-0.210166	0.472680	1
-0.636534	-0.248337	1
-0.631729	-0.662849	0
-0.021870	0.568932	1
-0.556538	0.946906	0
-0.848149	0.568161	0
0.190377	0.477290	1
-0.247088	0.408575	1
-0.477354	-0.291429	1
0.220294	0.008942	1
0.022642	0.371524	1
-0.181921	-0.304182	1
0.476025	0.405182	1
-0.796723	0.417514	0
0.642106	0.013904	1
-0.336085	0.716344	1
-0.067051	0.072763	0
0.467272	-0.691375	0
-0.658376	0.371181	1
0.807558	0.087455	0
-0.702975	0.715727	0
0.983054	-0.416564	0
-0.543766	-0.206592	1
-0.536166	-0.309856	1
0.772180	-0.488776	0
-0.010990	0.513448	1
0.698236	0.852109	0
-0.824261	-0.569270	0
-0.296699	0.177772	1
0.237257	0.058206	1
-0.754779	-0.127806	1
-0.224765	0.867469	0
-0.183491	-0.299926	1
0.489348	-0.083401	1
0.153800	-0.037625	0
0.721783	-0.190941	1
0.864650	0.217565	0
0.601747	0.346892	1
0.621423	-0.879685	0
-0.260078	-0.914580	0
0.867736	0.482816	0
-0.251278	0.825272	0
0.835824	0.157517	0
0.799705	-0.809081	0
-0.423462	-0.926842	0
0.726448	0.474528	0
-0.634378	0.108279	1
0.744353	0.798132	0
-0.415239	0.307048	1
-0.725437	0.485805	0
-0.898767	0.340495	0
0.134693	0.520801	1
-0.099309	-0.296302	1
0.180116	0.047055	0
0.314245	-0.128649	1
0.330735	0.791109	0
0.682458	-0.899350	0
0.415851	0.554558	1
-0.187631	-0.242583	1
0.415933	-0.141741	1
